"query","api","endpoint","method","request","expected_response","scenario_type","test_category","notes"
"Create order with valid customer ID and payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":2}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0001""}}","valid","valid_flow","Test case to verify order creation with valid customer ID and payment method"
"Attempt to create order with invalid customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_invalid"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":2}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""failure"", ""data"": {""error"": ""Invalid customer ID""}}","edge","error_case","Test case to verify order creation fails with invalid customer ID"
"Create order with valid customer ID and payment method, but with a typo in the product ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC1234\"",\""quantity\"":2}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""failure"", ""data"": {""error"": ""Invalid product ID""}}","edge","typo","Test case to verify order creation fails with a typo in the product ID"
"Create order with a large number of items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":1000},{\""product_id\"":\""prod_XYZ789\"",\""quantity\"":500}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0002""}}","edge","boundary","Test case to verify order creation with a large number of items"
"Create order with a small number of items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":1},{\""product_id\"":\""prod_XYZ789\"",\""quantity\"":1}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0003""}}","edge","boundary","Test case to verify order creation with a small number of items"
"Create order with a large payment amount","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":10},{\""product_id\"":\""prod_XYZ789\"",\""quantity\"":10}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0004""}}","edge","boundary","Test case to verify order creation with a large payment amount"
"Create order with a small payment amount","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":1},{\""product_id\"":\""prod_XYZ789\"",\""quantity\"":1}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0005""}}","edge","boundary","Test case to verify order creation with a small payment amount"
"Create order with a long shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":1},{\""product_id\"":\""prod_XYZ789\"",\""quantity\"":1}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""line2"": ""456 Elm St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0006""}}","edge","boundary","Test case to verify order creation with a long shipping address"
"Create order with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":1},{\""product_id\"":\""prod_XYZ789\"",\""quantity\"":1}]"", ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""failure"", ""data"": {""error"": ""Shipping address is required""}}","edge","error_case","Test case to verify order creation fails with a null shipping address"
"Create order with an empty payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456"", ""items"": ""[{\""product_id\"":\""prod_ABC123\"",\""quantity\"":1},{\""product_id\"":\""prod_XYZ789\"",\""quantity\"":1}]"", ""payment"": {}, ""shipping_address"": {""city"": ""New York"", ""line1"": ""123 Main St"", ""state"": ""NY"", ""country"": ""US"", ""postal_code"": ""10001""}}","{""status"": ""failure"", ""data"": {""error"": ""Payment method is required""}}","edge","error_case","Test case to verify order creation fails with an empty payment method"
