"query","api","endpoint","method","request","expected_response","scenario_type","test_category","notes"
"Create a standard customer order with card payment.","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 1, ""product_id"": ""prod_ELC001""}, {""quantity"": 3, ""product_id"": ""prod_BOK007""}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_visa_success""}, ""customer_id"": ""cust_1001"", ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""Flat 501, Sea View Apt"", ""line2"": ""Bandra West"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400050""}}}","{""items"": [{""price"": 1200, ""quantity"": 1, ""product_id"": ""prod_ELC001""}, {""price"": 300, ""quantity"": 3, ""product_id"": ""prod_BOK007""}], ""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251201_0001"", ""total_amount"": 2100, ""estimated_delivery"": ""2025-12-05""}","valid","valid_flow","Standard valid order creation with two items and card payment."
"Place a new order using UPI, no second address line.","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 1, ""product_id"": ""prod_FAS010""}], ""payment"": {""method"": ""upi"", ""upi_id"": ""user123@bank""}, ""customer_id"": ""cust_1002"", ""shipping_address"": {""city"": ""Bengaluru"", ""line1"": ""10 Downing Street"", ""line2"": null, ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}}}","{""status"": ""pending_payment"", ""message"": ""Order created. Awaiting UPI payment confirmation."", ""currency"": ""INR"", ""order_id"": ""ord_20251201_0002"", ""total_amount"": 799, ""estimated_delivery"": ""2025-12-06""}","valid","valid_flow","Valid order with UPI payment and null for line2 of address."
"Order a single book with COD payment for a new customer.","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 1, ""product_id"": ""prod_BOK001""}], ""payment"": {""method"": ""cod""}, ""customer_id"": ""cust_1003"", ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""22 Sector 14"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}}","{""status"": ""created"", ""message"": ""Order created, awaiting cash on delivery."", ""currency"": ""INR"", ""order_id"": ""ord_20251201_0003"", ""total_amount"": 450, ""estimated_delivery"": ""2025-12-07""}","valid","valid_flow","Valid order using Cash on Delivery (COD) payment method."
"Can I simulate an order for a customer with netbanking?","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {""simulate"": ""true""}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 2, ""product_id"": ""prod_HOM005""}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""bank_id_AXIS""}, ""customer_id"": ""cust_1004"", ""shipping_address"": {""city"": ""Chennai"", ""line1"": ""15, Anna Salai"", ""state"": ""TN"", ""country"": ""IN"", ""postal_code"": ""600002""}, ""notes"": ""Simulation test for netbanking flow.""}}","{""valid"": true, ""message"": ""Order simulation successful."", ""simulation"": true, ""total_amount"": 1500}","valid","valid_flow","Valid order simulation using netbanking with a note."
"creaet ordr for cust_2001, just one item, card pay","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 1, ""product_id"": ""prod_TOY003""}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_mc_ok""}, ""customer_id"": ""cust_2001"", ""shipping_address"": {""city"": ""Kolkata"", ""line1"": ""1A, Park Street"", ""state"": ""WB"", ""country"": ""IN"", ""postal_code"": ""700016""}}}","{""items"": [{""price"": 500, ""quantity"": 1, ""product_id"": ""prod_TOY003""}], ""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251201_0004"", ""total_amount"": 500, ""estimated_delivery"": ""2025-12-05""}","valid","typo","Valid order with a single item and card payment, query contains typos."
"Process order for cust_3001, 5 units of prod_KIT002, UPI.","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 5, ""product_id"": ""prod_KIT002""}], ""payment"": {""method"": ""upi"", ""upi_id"": ""anotheruser@ybl""}, ""customer_id"": ""cust_3001"", ""shipping_address"": {""city"": ""Hyderabad"", ""line1"": ""Plot No. 10, Gachibowli"", ""state"": ""TS"", ""country"": ""IN"", ""postal_code"": ""500032""}}}","{""status"": ""pending_payment"", ""message"": ""Order created. Awaiting UPI payment confirmation."", ""currency"": ""INR"", ""order_id"": ""ord_20251201_0005"", ""total_amount"": 2500, ""estimated_delivery"": ""2025-12-08""}","valid","paraphrase","Valid order with multiple units of a single item, UPI payment."
"New purchase for cust_4001, two different items, simulate mode on.","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {""simulate"": ""true""}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 1, ""product_id"": ""prod_GROC01""}, {""quantity"": 2, ""product_id"": ""prod_DRNK05""}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_amex_test""}, ""customer_id"": ""cust_4001"", ""shipping_address"": {""city"": ""Pune"", ""line1"": ""Lane 7, Koregaon Park"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""411001""}, ""notes"": ""Test order for new customer segment.""}}","{""valid"": true, ""message"": ""Order simulation successful."", ""simulation"": true, ""total_amount"": 1800}","valid","valid_flow","Valid simulation order with multiple items and a note."
"Submit a quick order for cust_5001, netbanking, specific address.","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 1, ""product_id"": ""prod_ELEC002""}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""bank_id_HDFC""}, ""customer_id"": ""cust_5001"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""30, Malviya Nagar"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302017""}}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251201_0006"", ""total_amount"": 2500, ""estimated_delivery"": ""2025-12-05""}","valid","valid_flow","Valid order with netbanking payment."
"Order 10 units of prod_OFF001 for cust_6001, COD.","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 10, ""product_id"": ""prod_OFF001""}], ""payment"": {""method"": ""cod""}, ""customer_id"": ""cust_6001"", ""shipping_address"": {""city"": ""Lucknow"", ""line1"": ""100, Hazratganj"", ""state"": ""UP"", ""country"": ""IN"", ""postal_code"": ""226001""}}}","{""status"": ""created"", ""message"": ""Order created, awaiting cash on delivery."", ""currency"": ""INR"", ""order_id"": ""ord_20251201_0007"", ""total_amount"": 1000, ""estimated_delivery"": ""2025-12-09""}","valid","valid_flow","Valid order for a larger quantity of a single product with COD."
"Run a test order for cust_7001 with 3 items, card payment, simulate on.","Create_Customer_Order","/v1/orders","POST","{""query_parameters"": {""simulate"": ""true""}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_123""}, ""body"": {""items"": [{""quantity"": 1, ""product_id"": ""prod_MED001""}, {""quantity"": 2, ""product_id"": ""prod_MED002""}, {""quantity"": 1, ""product_id"": ""prod_MED003""}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_visa_valid""}, ""customer_id"": ""cust_7001"", ""shipping_address"": {""city"": ""Ahmedabad"", ""line1"": ""SG Highway, Prahladnagar"", ""state"": ""GJ"", ""country"": ""IN"", ""postal_code"": ""380015""}}}","{""valid"": true, ""message"": ""Order simulation successful."", ""simulation"": true, ""total_amount"": 3000}","valid","valid_flow","Valid simulation order with three different items."
